File,Line,Token,LineText,Model,Surface,Origin,RiskOfChange,InitialRecommendation
analysis\performance\run_execution_profile_benchmark.m,128,atlasTopNMinima,"options.atlasNumYPoints, options.atlasTopNMinima, nnz(raw.validMask), numel(raw.validMask))); %#ok<AGROW>",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,188,atlasTopNMinima,"'controls', struct('robustness', ""Fast"", 'atlasNumYPoints', 300, 'atlasTopNMinima', 12, ...",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,189,atlasInitializationNumFrequencyPoints,"'atlasInitializationNumFrequencyPoints', 50), ...",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,152,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,155,MaxIter,"1, NaN, NaN, sprintf('RMSE=%g; MaxIter=2; MaxFunEvals=5', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,170,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,174,MaxIter,"sprintf('RMSE=%g; MaxIter=2; MaxFunEvals=5', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,191,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 1, 'MaxFunEvals', 3, 'TolX', 1e-3)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,195,MaxIter,"sprintf('RMSE=%g; MaxIter=1; MaxFunEvals=3', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,152,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,155,MaxFunEvals,"1, NaN, NaN, sprintf('RMSE=%g; MaxIter=2; MaxFunEvals=5', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,170,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,174,MaxFunEvals,"sprintf('RMSE=%g; MaxIter=2; MaxFunEvals=5', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,191,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 1, 'MaxFunEvals', 3, 'TolX', 1e-3)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,195,MaxFunEvals,"sprintf('RMSE=%g; MaxIter=1; MaxFunEvals=3', out.normalized.metrics.RMSE));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,152,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,170,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",shared,Fit,solver/API,low,preserve as historical context
analysis\performance\run_execution_profile_benchmark.m,191,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 1, 'MaxFunEvals', 3, 'TolX', 1e-3)));",shared,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlBuildFitProblem.m,37,Fast,"solverOptions = getConfigValue(fitConfig, 'solverOptions', rlDefaultOptions(""Fast""));",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlDefaultSweepOptions.m,9,Balanced,"options = rlDefaultOptions(""Balanced"");",RL,Fit,Default,low,preserve as historical context
analysis\rayleigh_lamb\rlEvaluateFitModel.m,16,Fast,"options = rlDefaultOptions(""Fast"");",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,61,MaxIter,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 160, 'TolX', 1e-6);",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,70,MaxIter,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 220, 'TolX', 1e-6, 'TolFun', 1e-8);",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,61,MaxFunEvals,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 160, 'TolX', 1e-6);",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,70,MaxFunEvals,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 220, 'TolX', 1e-6, 'TolFun', 1e-8);",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,61,TolX,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 160, 'TolX', 1e-6);",RL,Fit,solver/API,low,preserve as historical context
analysis\rayleigh_lamb\rlFitDispersionData.m,70,TolX,"options = optimset('Display', 'off', 'MaxIter', 80, 'MaxFunEvals', 220, 'TolX', 1e-6, 'TolFun', 1e-8);",RL,Fit,solver/API,low,preserve as historical context
app\FitTool_GUI.m,52,Robust,"fitControls.robustness.Value = char(family.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,75,Robust,"fitControls.robustness.Value = char(family.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,51,robustness,"fitControls.robustness.Items = cellstr(family.robustnessPresets);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,52,robustness,"fitControls.robustness.Value = char(family.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,75,robustness,"fitControls.robustness.Value = char(family.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,147,robustness,"parts.controls.robustness = string(fitControls.robustness.Value);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,193,robustness,"options = rlDefaultOptions(string(fitControls.robustness.Value));",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,158,atlasNumYPoints,"parts.controls.atlasNumYPoints = 300;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,272,atlasNumYPoints,"options.atlasNumYPoints = 300;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,159,atlasTopNMinima,"parts.controls.atlasTopNMinima = 12;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,273,atlasTopNMinima,"options.atlasTopNMinima = 12;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,160,atlasInitializationNumFrequencyPoints,"parts.controls.atlasInitializationNumFrequencyPoints = 50;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,275,atlasInitializationNumFrequencyPoints,"options.atlasInitializationNumFrequencyPoints = 50;",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,156,MaxIter,"'Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,162,MaxIter,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,165,MaxIter,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-8);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,156,MaxFunEvals,"'Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,162,MaxFunEvals,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,165,MaxFunEvals,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-8);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,156,TolX,"'Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,162,TolX,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3);",shared,Fit,GUI/adapter,low,preserve as historical context
app\FitTool_GUI.m,165,TolX,"'Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-8);",shared,Fit,GUI/adapter,low,preserve as historical context
app\LambFundamental_GUI.m,5,Balanced,"opts0 = rlDefaultOptions(""Balanced"");",shared,Fit,GUI/adapter,low,preserve as historical context
app\LambFundamental_GUI.m,151,robustness,"options = rlDefaultOptions(string(advanced.robustness.Value));",shared,Fit,GUI/adapter,low,preserve as historical context
app\LambFundamental_GUI.m,163,robustness,"options.acoustoelasticOptions = guiBuildAcoustoelasticIOPHGOOptions(options.robustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\LambFundamental_GUI.m,296,robustness,"guiRequest = guiBuildAcoustoelasticIOPHGORequest(params, modelControls.ae, options.robustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,16,Fast,"baseOptions = rlDefaultOptions(""Fast"");",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,258,Balanced,"if string(robustnessDrop.Value) == ""Balanced""",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,89,Robust,"addLabel(cg, row, [1 2], 'Robustness', 'FontWeight', 'bold');",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,93,Robust,"'Value', char(activeFamily.defaultRobustness));",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,169,Robust,"robustnessDrop.Value = char(activeFamily.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,91,robustness,"robustnessDrop = uidropdown(cg, ...",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,92,robustness,"'Items', cellstr(activeFamily.robustnessPresets), ...",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,94,robustness,"setGridPosition(robustnessDrop, row, [1 2]);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,168,robustness,"robustnessDrop.Items = cellstr(activeFamily.robustnessPresets);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,169,robustness,"robustnessDrop.Value = char(activeFamily.defaultRobustness);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,244,robustness,"controls.robustness = string(robustnessDrop.Value);",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,258,robustness,"if string(robustnessDrop.Value) == ""Balanced""",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,259,atlasNumYPoints,"controls.atlasNumYPoints = 600;",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,262,atlasNumYPoints,"controls.atlasNumYPoints = 300;",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,260,atlasTopNMinima,"controls.atlasTopNMinima = 16;",shared,Fit,GUI/adapter,low,preserve as historical context
app\SweepTool_GUI.m,263,atlasTopNMinima,"controls.atlasTopNMinima = 12;",shared,Fit,GUI/adapter,low,preserve as historical context
app\createAdvancedTab.m,14,Fast,"h.robustness = uidropdown(g, 'Items', {'Fast', 'Balanced', 'Robust'}, 'Value', 'Balanced', 'ValueChangedFcn', callbacks.markDirty);",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,17,Fast,"uilabel(g, 'Text', 'Fast uses fewer scan points. Robust uses more points and wider search windows.', 'WordWrap', 'on');",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,14,Balanced,"h.robustness = uidropdown(g, 'Items', {'Fast', 'Balanced', 'Robust'}, 'Value', 'Balanced', 'ValueChangedFcn', callbacks.markDirty);",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,14,Robust,"h.robustness = uidropdown(g, 'Items', {'Fast', 'Balanced', 'Robust'}, 'Value', 'Balanced', 'ValueChangedFcn', callbacks.markDirty);",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,17,Robust,"uilabel(g, 'Text', 'Fast uses fewer scan points. Robust uses more points and wider search windows.', 'WordWrap', 'on');",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,13,robustness,"uilabel(g, 'Text', 'robustness');",shared,Fit,solver/API,low,preserve as historical context
app\createAdvancedTab.m,14,robustness,"h.robustness = uidropdown(g, 'Items', {'Fast', 'Balanced', 'Robust'}, 'Value', 'Balanced', 'ValueChangedFcn', callbacks.markDirty);",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,58,Robust,"label = uilabel(g, 'Text', 'Robustness');",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,61,Robust,"h.robustness = uidropdown(g, 'Items', cellstr(family.robustnessPresets), 'Value', char(family.defaultRobustness));",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,61,robustness,"h.robustness = uidropdown(g, 'Items', cellstr(family.robustnessPresets), 'Value', char(family.defaultRobustness));",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,62,robustness,"h.robustness.Layout.Row = 3;",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,63,robustness,"h.robustness.Layout.Column = 4;",shared,Fit,solver/API,low,preserve as historical context
app\createFittingTab.m,121,robustness,"'Text', 'Solver controls such as robustness and atlas policy remain separate from physical parameters.', ...",shared,Fit,solver/API,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,12,Fast,"case ""Fast""",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,15,Robust,"case ""Robust""",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,1,robustness,"function aeOptions = guiBuildAcoustoelasticIOPHGOOptions(robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,7,robustness,"[aeOptions.atlasNumYPoints, aeOptions.atlasTopNMinima] = localAtlasPreset(robustness);",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,10,robustness,"function [atlasNumYPoints, atlasTopNMinima] = localAtlasPreset(robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,11,robustness,"switch string(robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,7,atlasNumYPoints,"[aeOptions.atlasNumYPoints, aeOptions.atlasTopNMinima] = localAtlasPreset(robustness);",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,10,atlasNumYPoints,"function [atlasNumYPoints, atlasTopNMinima] = localAtlasPreset(robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,13,atlasNumYPoints,"atlasNumYPoints = 300;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,16,atlasNumYPoints,"atlasNumYPoints = 900;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,19,atlasNumYPoints,"atlasNumYPoints = 600;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,7,atlasTopNMinima,"[aeOptions.atlasNumYPoints, aeOptions.atlasTopNMinima] = localAtlasPreset(robustness);",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,10,atlasTopNMinima,"function [atlasNumYPoints, atlasTopNMinima] = localAtlasPreset(robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,14,atlasTopNMinima,"atlasTopNMinima = 12;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,17,atlasTopNMinima,"atlasTopNMinima = 20;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGOOptions.m,20,atlasTopNMinima,"atlasTopNMinima = 16;",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGORequest.m,1,robustness,"function guiRequest = guiBuildAcoustoelasticIOPHGORequest(baseParams, aeControls, robustness)",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiBuildAcoustoelasticIOPHGORequest.m,16,robustness,"guiRequest.options = guiBuildAcoustoelasticIOPHGOOptions(robustness);",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiFitAcoustoelasticIOPHGOSolver.m,27,Fast,"controls.robustness = ""Fast"";",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiFitAcoustoelasticIOPHGOSolver.m,26,robustness,"if ~isfield(controls, 'robustness') || strlength(string(controls.robustness)) == 0",AE,Fit,GUI/adapter,low,preserve as historical context
app\adapters\guiFitAcoustoelasticIOPHGOSolver.m,27,robustness,"controls.robustness = ""Fast"";",AE,Fit,GUI/adapter,low,preserve as historical context
